: mse-abbreviations
lc;liquid crystal;sem;scanning electron microscopy
wide-angle x-ray diffraction;waxd;high performance liquid chromatography;hplc
waxd;wide-angle x-ray diffraction;pdi;polydispersity index
wide-angle x-ray diffraction;waxd;polydispersity index;pdi
waxd;wide-angle x-ray diffraction;tg;glass transition temperature
wide-angle x-ray diffraction;waxd;glass transition temperature;tg
waxd;wide-angle x-ray diffraction;tm;melting temperature
wide-angle x-ray diffraction;waxd;melting temperature;tm
waxd;wide-angle x-ray diffraction;tc;crystallization temperature
wide-angle x-ray diffraction;waxd;crystallization temperature;tc
waxd;wide-angle x-ray diffraction;fib;focused ion beam
wide-angle x-ray diffraction;waxd;focused ion beam;fib
waxd;wide-angle x-ray diffraction;ea;activation energy
wide-angle x-ray diffraction;waxd;activation energy;ea
waxd;wide-angle x-ray diffraction;ip;ionization potential
wide-angle x-ray diffraction;waxd;ionization potential;ip
waxd;wide-angle x-ray diffraction;icp;inductively coupled plasma
wide-angle x-ray diffraction;waxd;inductively coupled plasma;icp
waxd;wide-angle x-ray diffraction;oes;optical emission spectroscopy
wide-angle x-ray diffraction;waxd;optical emission spectroscopy;oes
waxd;wide-angle x-ray diffraction;xrf;x-ray fluorescence
wide-angle x-ray diffraction;waxd;x-ray fluorescence;xrf
waxd;wide-angle x-ray diffraction;epma;electron probe microanalysis
wide-angle x-ray diffraction;waxd;electron probe microanalysis;epma
xrd;x-ray diffraction;pals;positron annihilation lifetime spectroscopy
x-ray diffraction;xrd;positron annihilation lifetime spectroscopy;pals
xrd;x-ray diffraction;tddft;time-dependent density functional theory
x-ray diffraction;xrd;time-dependent density functional theory;tddft
xrd;x-ray diffraction;hplc;high performance liquid chromatography
x-ray diffraction;xrd;high performance liquid chromatography;hplc
xrd;x-ray diffraction;pdi;polydispersity index
x-ray diffraction;xrd;polydispersity index;pdi
xrd;x-ray diffraction;tg;glass transition temperature
x-ray diffraction;xrd;glass transition temperature;tg
xrd;x-ray diffraction;tm;melting temperature
x-ray diffraction;xrd;melting temperature;tm
xrd;x-ray diffraction;tc;crystallization temperature
x-ray diffraction;xrd;crystallization temperature;tc
xrd;x-ray diffraction;fib;focused ion beam
x-ray diffraction;xrd;focused ion beam;fib
xrd;x-ray diffraction;ea;activation energy
x-ray diffraction;xrd;activation energy;ea
xrd;x-ray diffraction;ip;ionization potential
x-ray diffraction;xrd;ionization potential;ip
xrd;x-ray diffraction;icp;inductively coupled plasma
x-ray diffraction;xrd;inductively coupled plasma;icp
xrd;x-ray diffraction;oes;optical emission spectroscopy
x-ray diffraction;xrd;optical emission spectroscopy;oes
xrd;x-ray diffraction;xrf;x-ray fluorescence
x-ray diffraction;xrd;x-ray fluorescence;xrf
xrd;x-ray diffraction;epma;electron probe microanalysis
x-ray diffraction;xrd;electron probe microanalysis;epma
pals;positron annihilation lifetime spectroscopy;tddft;time-dependent density functional theory
positron annihilation lifetime spectroscopy;pals;time-dependent density functional theory;tddft
pals;positron annihilation lifetime spectroscopy;hplc;high performance liquid chromatography
positron annihilation lifetime spectroscopy;pals;high performance liquid chromatography;hplc
pals;positron annihilation lifetime spectroscopy;pdi;polydispersity index
positron annihilation lifetime spectroscopy;pals;polydispersity index;pdi
pals;positron annihilation lifetime spectroscopy;tg;glass transition temperature
positron annihilation lifetime spectroscopy;pals;glass transition temperature;tg
pals;positron annihilation lifetime spectroscopy;tm;melting temperature
positron annihilation lifetime spectroscopy;pals;melting temperature;tm
pals;positron annihilation lifetime spectroscopy;tc;crystallization temperature
positron annihilation lifetime spectroscopy;pals;crystallization temperature;tc
pals;positron annihilation lifetime spectroscopy;fib;focused ion beam
positron annihilation lifetime spectroscopy;pals;focused ion beam;fib
pals;positron annihilation lifetime spectroscopy;ea;activation energy
positron annihilation lifetime spectroscopy;pals;activation energy;ea
pals;positron annihilation lifetime spectroscopy;ip;ionization potential
positron annihilation lifetime spectroscopy;pals;ionization potential;ip
pals;positron annihilation lifetime spectroscopy;icp;inductively coupled plasma
positron annihilation lifetime spectroscopy;pals;inductively coupled plasma;icp
pals;positron annihilation lifetime spectroscopy;oes;optical emission spectroscopy
positron annihilation lifetime spectroscopy;pals;optical emission spectroscopy;oes
pals;positron annihilation lifetime spectroscopy;xrf;x-ray fluorescence
positron annihilation lifetime spectroscopy;pals;x-ray fluorescence;xrf
pals;positron annihilation lifetime spectroscopy;epma;electron probe microanalysis
positron annihilation lifetime spectroscopy;pals;electron probe microanalysis;epma
tddft;time-dependent density functional theory;hplc;high performance liquid chromatography
time-dependent density functional theory;tddft;high performance liquid chromatography;hplc
tddft;time-dependent density functional theory;pdi;polydispersity index
time-dependent density functional theory;tddft;polydispersity index;pdi
tddft;time-dependent density functional theory;tg;glass transition temperature
time-dependent density functional theory;tddft;glass transition temperature;tg
tddft;time-dependent density functional theory;tm;melting temperature
time-dependent density functional theory;tddft;melting temperature;tm
tddft;time-dependent density functional theory;tc;crystallization temperature
time-dependent density functional theory;tddft;crystallization temperature;tc
tddft;time-dependent density functional theory;fib;focused ion beam
time-dependent density functional theory;tddft;focused ion beam;fib
tddft;time-dependent density functional theory;ea;activation energy
time-dependent density functional theory;tddft;activation energy;ea
tddft;time-dependent density functional theory;ip;ionization potential
time-dependent density functional theory;tddft;ionization potential;ip
tddft;time-dependent density functional theory;icp;inductively coupled plasma
time-dependent density functional theory;tddft;inductively coupled plasma;icp
tddft;time-dependent density functional theory;oes;optical emission spectroscopy
time-dependent density functional theory;tddft;optical emission spectroscopy;oes
tddft;time-dependent density functional theory;xrf;x-ray fluorescence
time-dependent density functional theory;tddft;x-ray fluorescence;xrf
tddft;time-dependent density functional theory;epma;electron probe microanalysis
time-dependent density functional theory;tddft;electron probe microanalysis;epma
hplc;high performance liquid chromatography;pdi;polydispersity index
high performance liquid chromatography;hplc;polydispersity index;pdi
hplc;high performance liquid chromatography;tg;glass transition temperature
high performance liquid chromatography;hplc;glass transition temperature;tg
hplc;high performance liquid chromatography;tm;melting temperature
high performance liquid chromatography;hplc;melting temperature;tm
hplc;high performance liquid chromatography;tc;crystallization temperature
high performance liquid chromatography;hplc;crystallization temperature;tc
hplc;high performance liquid chromatography;fib;focused ion beam
high performance liquid chromatography;hplc;focused ion beam;fib
hplc;high performance liquid chromatography;ea;activation energy
high performance liquid chromatography;hplc;activation energy;ea
hplc;high performance liquid chromatography;ip;ionization potential
high performance liquid chromatography;hplc;ionization potential;ip
hplc;high performance liquid chromatography;icp;inductively coupled plasma
high performance liquid chromatography;hplc;inductively coupled plasma;icp
hplc;high performance liquid chromatography;oes;optical emission spectroscopy
high performance liquid chromatography;hplc;optical emission spectroscopy;oes
hplc;high performance liquid chromatography;xrf;x-ray fluorescence
high performance liquid chromatography;hplc;x-ray fluorescence;xrf
hplc;high performance liquid chromatography;epma;electron probe microanalysis
high performance liquid chromatography;hplc;electron probe microanalysis;epma
pdi;polydispersity index;tg;glass transition temperature
polydispersity index;pdi;glass transition temperature;tg
pdi;polydispersity index;tm;melting temperature
polydispersity index;pdi;melting temperature;tm
pdi;polydispersity index;tc;crystallization temperature
polydispersity index;pdi;crystallization temperature;tc
pdi;polydispersity index;fib;focused ion beam
polydispersity index;pdi;focused ion beam;fib
pdi;polydispersity index;ea;activation energy
polydispersity index;pdi;activation energy;ea
pdi;polydispersity index;ip;ionization potential
polydispersity index;pdi;ionization potential;ip
pdi;polydispersity index;icp;inductively coupled plasma
polydispersity index;pdi;inductively coupled plasma;icp
pdi;polydispersity index;oes;optical emission spectroscopy
polydispersity index;pdi;optical emission spectroscopy;oes
pdi;polydispersity index;xrf;x-ray fluorescence
polydispersity index;pdi;x-ray fluorescence;xrf
pdi;polydispersity index;epma;electron probe microanalysis
polydispersity index;pdi;electron probe microanalysis;epma
tg;glass transition temperature;tm;melting temperature
glass transition temperature;tg;melting temperature;tm
tg;glass transition temperature;tc;crystallization temperature
glass transition temperature;tg;crystallization temperature;tc
tg;glass transition temperature;fib;focused ion beam
glass transition temperature;tg;focused ion beam;fib
tg;glass transition temperature;ea;activation energy
glass transition temperature;tg;activation energy;ea
tg;glass transition temperature;ip;ionization potential
glass transition temperature;tg;ionization potential;ip
tg;glass transition temperature;icp;inductively coupled plasma
glass transition temperature;tg;inductively coupled plasma;icp
tg;glass transition temperature;oes;optical emission spectroscopy
glass transition temperature;tg;optical emission spectroscopy;oes
tg;glass transition temperature;xrf;x-ray fluorescence
glass transition temperature;tg;x-ray fluorescence;xrf
tg;glass transition temperature;epma;electron probe microanalysis
glass transition temperature;tg;electron probe microanalysis;epma
tm;melting temperature;tc;crystallization temperature
melting temperature;tm;crystallization temperature;tc
tm;melting temperature;fib;focused ion beam
melting temperature;tm;focused ion beam;fib
tm;melting temperature;ea;activation energy
melting temperature;tm;activation energy;ea
tm;melting temperature;ip;ionization potential
melting temperature;tm;ionization potential;ip
tm;melting temperature;icp;inductively coupled plasma
melting temperature;tm;inductively coupled plasma;icp
tm;melting temperature;oes;optical emission spectroscopy
melting temperature;tm;optical emission spectroscopy;oes
tm;melting temperature;xrf;x-ray fluorescence
melting temperature;tm;x-ray fluorescence;xrf
tm;melting temperature;epma;electron probe microanalysis
melting temperature;tm;electron probe microanalysis;epma
tc;crystallization temperature;fib;focused ion beam
crystallization temperature;tc;focused ion beam;fib
tc;crystallization temperature;ea;activation energy
crystallization temperature;tc;activation energy;ea
tc;crystallization temperature;ip;ionization potential
crystallization temperature;tc;ionization potential;ip
tc;crystallization temperature;icp;inductively coupled plasma
crystallization temperature;tc;inductively coupled plasma;icp
tc;crystallization temperature;oes;optical emission spectroscopy
crystallization temperature;tc;optical emission spectroscopy;oes
tc;crystallization temperature;xrf;x-ray fluorescence
crystallization temperature;tc;x-ray fluorescence;xrf
tc;crystallization temperature;epma;electron probe microanalysis
crystallization temperature;tc;electron probe microanalysis;epma
fib;focused ion beam;ea;activation energy
focused ion beam;fib;activation energy;ea
fib;focused ion beam;ip;ionization potential
focused ion beam;fib;ionization potential;ip
fib;focused ion beam;icp;inductively coupled plasma
focused ion beam;fib;inductively coupled plasma;icp
fib;focused ion beam;oes;optical emission spectroscopy
focused ion beam;fib;optical emission spectroscopy;oes
fib;focused ion beam;xrf;x-ray fluorescence
focused ion beam;fib;x-ray fluorescence;xrf
fib;focused ion beam;epma;electron probe microanalysis
focused ion beam;fib;electron probe microanalysis;epma
ea;activation energy;ip;ionization potential
activation energy;ea;ionization potential;ip
ea;activation energy;icp;inductively coupled plasma
activation energy;ea;inductively coupled plasma;icp
ea;activation energy;oes;optical emission spectroscopy
activation energy;ea;optical emission spectroscopy;oes
ea;activation energy;xrf;x-ray fluorescence
activation energy;ea;x-ray fluorescence;xrf
ea;activation energy;epma;electron probe microanalysis
activation energy;ea;electron probe microanalysis;epma
ip;ionization potential;icp;inductively coupled plasma
ionization potential;ip;inductively coupled plasma;icp
ip;ionization potential;oes;optical emission spectroscopy
ionization potential;ip;optical emission spectroscopy;oes
ip;ionization potential;xrf;x-ray fluorescence
ionization potential;ip;x-ray fluorescence;xrf
ip;ionization potential;epma;electron probe microanalysis
ionization potential;ip;electron probe microanalysis;epma
icp;inductively coupled plasma;oes;optical emission spectroscopy
inductively coupled plasma;icp;optical emission spectroscopy;oes
icp;inductively coupled plasma;xrf;x-ray fluorescence
inductively coupled plasma;icp;x-ray fluorescence;xrf
icp;inductively coupled plasma;epma;electron probe microanalysis
inductively coupled plasma;icp;electron probe microanalysis;epma
oes;optical emission spectroscopy;xrf;x-ray fluorescence
optical emission spectroscopy;oes;x-ray fluorescence;xrf
oes;optical emission spectroscopy;epma;electron probe microanalysis
optical emission spectroscopy;oes;electron probe microanalysis;epma
xrf;x-ray fluorescence;epma;electron probe microanalysis
x-ray fluorescence;xrf;electron probe microanalysis;epma
: inorganic_chem_names
calcium chloride;CaCl2;potassium chloride;KCl
CaCl2;calcium chloride;KCl;potassium chloride
calcium chloride;CaCl2;sodium chloride;NaCl
CaCl2;calcium chloride;NaCl;sodium chloride
calcium chloride;CaCl2;magnesium chloride;MgCl2
CaCl2;calcium chloride;MgCl2;magnesium chloride
calcium chloride;CaCl2;potassium fluoride;KF
CaCl2;calcium chloride;KF;potassium fluoride
calcium chloride;CaCl2;sodium fluoride;NaF
CaCl2;calcium chloride;NaF;sodium fluoride
calcium chloride;CaCl2;calcium fluoride;CaF2
CaCl2;calcium chloride;CaF2;calcium fluoride
calcium chloride;CaCl2;potassium bromide;KBr
CaCl2;calcium chloride;KBr;potassium bromide
calcium chloride;CaCl2;sodium bromide;NaBr
CaCl2;calcium chloride;NaBr;sodium bromide
calcium chloride;CaCl2;lithium bromide;LiBr
CaCl2;calcium chloride;LiBr;lithium bromide
calcium chloride;CaCl2;lithium hydroxide;LiOH
CaCl2;calcium chloride;LiOH;lithium hydroxide
calcium chloride;CaCl2;sodium hydroxide;NaOH
CaCl2;calcium chloride;NaOH;sodium hydroxide
calcium chloride;CaCl2;potassium hydroxide;KOH
CaCl2;calcium chloride;KOH;potassium hydroxide
calcium chloride;CaCl2;calcium oxide;CaO
CaCl2;calcium chloride;CaO;calcium oxide
calcium chloride;CaCl2;potassium oxide;K2O
CaCl2;calcium chloride;K2O;potassium oxide
calcium chloride;CaCl2;sodium oxide;Na2O
CaCl2;calcium chloride;Na2O;sodium oxide
calcium chloride;CaCl2;potassium sulfate;K2SO4
CaCl2;calcium chloride;K2SO4;potassium sulfate
calcium chloride;CaCl2;titanium oxide;TiO2
CaCl2;calcium chloride;TiO2;titanium oxide
calcium chloride;CaCl2;iron oxide;Fe2O3
CaCl2;calcium chloride;Fe2O3;iron oxide
calcium chloride;CaCl2;iron oxide;Fe3O4
CaCl2;calcium chloride;Fe3O4;iron oxide
calcium chloride;CaCl2;sodium sulfate;Na2SO4
CaCl2;calcium chloride;Na2SO4;sodium sulfate
calcium chloride;CaCl2;calcium sulfate;CaSO4
CaCl2;calcium chloride;CaSO4;calcium sulfate
calcium chloride;CaCl2;calcium carbonate;CaCO3
CaCl2;calcium chloride;CaCO3;calcium carbonate
calcium chloride;CaCl2;potassium carbonate;K2CO3
CaCl2;calcium chloride;K2CO3;potassium carbonate
calcium chloride;CaCl2;lithium carbonate;Li2CO3
CaCl2;calcium chloride;Li2CO3;lithium carbonate
calcium chloride;CaCl2;sodium carbonate;Na2CO3
CaCl2;calcium chloride;Na2CO3;sodium carbonate
calcium chloride;CaCl2;calcium sulfide;CaS
CaCl2;calcium chloride;CaS;calcium sulfide
calcium chloride;CaCl2;fullerene;C60
CaCl2;calcium chloride;C60;fullerene
calcium chloride;CaCl2;sodium iodide;NaI
CaCl2;calcium chloride;NaI;sodium iodide
calcium chloride;CaCl2;potassium iodide;KI
CaCl2;calcium chloride;KI;potassium iodide
calcium chloride;CaCl2;potassium permanganate;KMnO4
CaCl2;calcium chloride;KMnO4;potassium permanganate
calcium chloride;CaCl2;potassium perchlorate;KClO4
CaCl2;calcium chloride;KClO4;potassium perchlorate
calcium chloride;CaCl2;potassium dichromate;K2Cr2O7
CaCl2;calcium chloride;K2Cr2O7;potassium dichromate
calcium chloride;CaCl2;hydrochloric acid;HCl
CaCl2;calcium chloride;HCl;hydrochloric acid
calcium chloride;CaCl2;sulfuric acid;H2SO4
CaCl2;calcium chloride;H2SO4;sulfuric acid
calcium chloride;CaCl2;nitric acid;HNO3
CaCl2;calcium chloride;HNO3;nitric acid
calcium chloride;CaCl2;hydrogen fluoride;HF
CaCl2;calcium chloride;HF;hydrogen fluoride
calcium chloride;CaCl2;carbon monoxide;CO
CaCl2;calcium chloride;CO;carbon monoxide
calcium chloride;CaCl2;carbon dioxide;CO2
CaCl2;calcium chloride;CO2;carbon dioxide
calcium chloride;CaCl2;oxygen;O2
CaCl2;calcium chloride;O2;oxygen
calcium chloride;CaCl2;hydrogen sulfide;H2S
CaCl2;calcium chloride;H2S;hydrogen sulfide
calcium chloride;CaCl2;sulfur dioxide;SO2
CaCl2;calcium chloride;SO2;sulfur dioxide
calcium chloride;CaCl2;carbonic acid;H2CO3
CaCl2;calcium chloride;H2CO3;carbonic acid
calcium chloride;CaCl2;hydrogen peroxide;H2O2
CaCl2;calcium chloride;H2O2;hydrogen peroxide
calcium chloride;CaCl2;hydrogen bromide;HBr
CaCl2;calcium chloride;HBr;hydrogen bromide
calcium chloride;CaCl2;water;H2O
CaCl2;calcium chloride;H2O;water
calcium chloride;CaCl2;ozone;O3
CaCl2;calcium chloride;O3;ozone
calcium chloride;CaCl2;nitrous acid;HNO2
CaCl2;calcium chloride;HNO2;nitrous acid
calcium chloride;CaCl2;phosphoric acid;H3PO4
CaCl2;calcium chloride;H3PO4;phosphoric acid
calcium chloride;CaCl2;hypophosphorous acid;H3PO2
CaCl2;calcium chloride;H3PO2;hypophosphorous acid
potassium chloride;KCl;sodium chloride;NaCl
KCl;potassium chloride;NaCl;sodium chloride
potassium chloride;KCl;magnesium chloride;MgCl2
KCl;potassium chloride;MgCl2;magnesium chloride
potassium chloride;KCl;potassium fluoride;KF
KCl;potassium chloride;KF;potassium fluoride
potassium chloride;KCl;sodium fluoride;NaF
KCl;potassium chloride;NaF;sodium fluoride
potassium chloride;KCl;calcium fluoride;CaF2
KCl;potassium chloride;CaF2;calcium fluoride
potassium chloride;KCl;potassium bromide;KBr
KCl;potassium chloride;KBr;potassium bromide
potassium chloride;KCl;sodium bromide;NaBr
KCl;potassium chloride;NaBr;sodium bromide
potassium chloride;KCl;lithium bromide;LiBr
KCl;potassium chloride;LiBr;lithium bromide
potassium chloride;KCl;lithium hydroxide;LiOH
KCl;potassium chloride;LiOH;lithium hydroxide
potassium chloride;KCl;sodium hydroxide;NaOH
KCl;potassium chloride;NaOH;sodium hydroxide
potassium chloride;KCl;potassium hydroxide;KOH
KCl;potassium chloride;KOH;potassium hydroxide
potassium chloride;KCl;calcium oxide;CaO
KCl;potassium chloride;CaO;calcium oxide
potassium chloride;KCl;potassium oxide;K2O
KCl;potassium chloride;K2O;potassium oxide
potassium chloride;KCl;sodium oxide;Na2O
KCl;potassium chloride;Na2O;sodium oxide
potassium chloride;KCl;potassium sulfate;K2SO4
KCl;potassium chloride;K2SO4;potassium sulfate
potassium chloride;KCl;titanium oxide;TiO2
KCl;potassium chloride;TiO2;titanium oxide
potassium chloride;KCl;iron oxide;Fe2O3
KCl;potassium chloride;Fe2O3;iron oxide
potassium chloride;KCl;iron oxide;Fe3O4
KCl;potassium chloride;Fe3O4;iron oxide
potassium chloride;KCl;sodium sulfate;Na2SO4
KCl;potassium chloride;Na2SO4;sodium sulfate
potassium chloride;KCl;calcium sulfate;CaSO4
KCl;potassium chloride;CaSO4;calcium sulfate
potassium chloride;KCl;calcium carbonate;CaCO3
KCl;potassium chloride;CaCO3;calcium carbonate
potassium chloride;KCl;potassium carbonate;K2CO3
KCl;potassium chloride;K2CO3;potassium carbonate
potassium chloride;KCl;lithium carbonate;Li2CO3
KCl;potassium chloride;Li2CO3;lithium carbonate
potassium chloride;KCl;sodium carbonate;Na2CO3
KCl;potassium chloride;Na2CO3;sodium carbonate
potassium chloride;KCl;calcium sulfide;CaS
KCl;potassium chloride;CaS;calcium sulfide
potassium chloride;KCl;fullerene;C60
KCl;potassium chloride;C60;fullerene
potassium chloride;KCl;sodium iodide;NaI
KCl;potassium chloride;NaI;sodium iodide
potassium chloride;KCl;potassium iodide;KI
KCl;potassium chloride;KI;potassium iodide
potassium chloride;KCl;potassium permanganate;KMnO4
KCl;potassium chloride;KMnO4;potassium permanganate
potassium chloride;KCl;potassium perchlorate;KClO4
KCl;potassium chloride;KClO4;potassium perchlorate
potassium chloride;KCl;potassium dichromate;K2Cr2O7
KCl;potassium chloride;K2Cr2O7;potassium dichromate
potassium chloride;KCl;hydrochloric acid;HCl
KCl;potassium chloride;HCl;hydrochloric acid
potassium chloride;KCl;sulfuric acid;H2SO4
KCl;potassium chloride;H2SO4;sulfuric acid
potassium chloride;KCl;nitric acid;HNO3
KCl;potassium chloride;HNO3;nitric acid
potassium chloride;KCl;hydrogen fluoride;HF
KCl;potassium chloride;HF;hydrogen fluoride
potassium chloride;KCl;carbon monoxide;CO
KCl;potassium chloride;CO;carbon monoxide
potassium chloride;KCl;carbon dioxide;CO2
KCl;potassium chloride;CO2;carbon dioxide
potassium chloride;KCl;oxygen;O2
KCl;potassium chloride;O2;oxygen
potassium chloride;KCl;hydrogen sulfide;H2S
KCl;potassium chloride;H2S;hydrogen sulfide
potassium chloride;KCl;sulfur dioxide;SO2
KCl;potassium chloride;SO2;sulfur dioxide
potassium chloride;KCl;carbonic acid;H2CO3
KCl;potassium chloride;H2CO3;carbonic acid
potassium chloride;KCl;hydrogen peroxide;H2O2
KCl;potassium chloride;H2O2;hydrogen peroxide
potassium chloride;KCl;hydrogen bromide;HBr
KCl;potassium chloride;HBr;hydrogen bromide
potassium chloride;KCl;water;H2O
KCl;potassium chloride;H2O;water
potassium chloride;KCl;ozone;O3
KCl;potassium chloride;O3;ozone
potassium chloride;KCl;nitrous acid;HNO2
KCl;potassium chloride;HNO2;nitrous acid
potassium chloride;KCl;phosphoric acid;H3PO4
KCl;potassium chloride;H3PO4;phosphoric acid
potassium chloride;KCl;hypophosphorous acid;H3PO2
KCl;potassium chloride;H3PO2;hypophosphorous acid
sodium chloride;NaCl;magnesium chloride;MgCl2
NaCl;sodium chloride;MgCl2;magnesium chloride
sodium chloride;NaCl;potassium fluoride;KF
NaCl;sodium chloride;KF;potassium fluoride
sodium chloride;NaCl;sodium fluoride;NaF
NaCl;sodium chloride;NaF;sodium fluoride
sodium chloride;NaCl;calcium fluoride;CaF2
NaCl;sodium chloride;CaF2;calcium fluoride
sodium chloride;NaCl;potassium bromide;KBr
NaCl;sodium chloride;KBr;potassium bromide
sodium chloride;NaCl;sodium bromide;NaBr
NaCl;sodium chloride;NaBr;sodium bromide
sodium chloride;NaCl;lithium bromide;LiBr
NaCl;sodium chloride;LiBr;lithium bromide
sodium chloride;NaCl;lithium hydroxide;LiOH
NaCl;sodium chloride;LiOH;lithium hydroxide
sodium chloride;NaCl;sodium hydroxide;NaOH
NaCl;sodium chloride;NaOH;sodium hydroxide
sodium chloride;NaCl;potassium hydroxide;KOH
NaCl;sodium chloride;KOH;potassium hydroxide
sodium chloride;NaCl;calcium oxide;CaO
NaCl;sodium chloride;CaO;calcium oxide
sodium chloride;NaCl;potassium oxide;K2O
NaCl;sodium chloride;K2O;potassium oxide
sodium chloride;NaCl;sodium oxide;Na2O
NaCl;sodium chloride;Na2O;sodium oxide
sodium chloride;NaCl;potassium sulfate;K2SO4
NaCl;sodium chloride;K2SO4;potassium sulfate
sodium chloride;NaCl;titanium oxide;TiO2
NaCl;sodium chloride;TiO2;titanium oxide
sodium chloride;NaCl;iron oxide;Fe2O3
NaCl;sodium chloride;Fe2O3;iron oxide
sodium chloride;NaCl;iron oxide;Fe3O4
NaCl;sodium chloride;Fe3O4;iron oxide
sodium chloride;NaCl;sodium sulfate;Na2SO4
NaCl;sodium chloride;Na2SO4;sodium sulfate
sodium chloride;NaCl;calcium sulfate;CaSO4
NaCl;sodium chloride;CaSO4;calcium sulfate
sodium chloride;NaCl;calcium carbonate;CaCO3
NaCl;sodium chloride;CaCO3;calcium carbonate
sodium chloride;NaCl;potassium carbonate;K2CO3
NaCl;sodium chloride;K2CO3;potassium carbonate
sodium chloride;NaCl;lithium carbonate;Li2CO3
NaCl;sodium chloride;Li2CO3;lithium carbonate
sodium chloride;NaCl;sodium carbonate;Na2CO3
NaCl;sodium chloride;Na2CO3;sodium carbonate
sodium chloride;NaCl;calcium sulfide;CaS
NaCl;sodium chloride;CaS;calcium sulfide
sodium chloride;NaCl;fullerene;C60
NaCl;sodium chloride;C60;fullerene
sodium chloride;NaCl;sodium iodide;NaI
NaCl;sodium chloride;NaI;sodium iodide
sodium chloride;NaCl;potassium iodide;KI
NaCl;sodium chloride;KI;potassium iodide
sodium chloride;NaCl;potassium permanganate;KMnO4
NaCl;sodium chloride;KMnO4;potassium permanganate
sodium chloride;NaCl;potassium perchlorate;KClO4
NaCl;sodium chloride;KClO4;potassium perchlorate
sodium chloride;NaCl;potassium dichromate;K2Cr2O7
NaCl;sodium chloride;K2Cr2O7;potassium dichromate
sodium chloride;NaCl;hydrochloric acid;HCl
NaCl;sodium chloride;HCl;hydrochloric acid
sodium chloride;NaCl;sulfuric acid;H2SO4
NaCl;sodium chloride;H2SO4;sulfuric acid
sodium chloride;NaCl;nitric acid;HNO3
NaCl;sodium chloride;HNO3;nitric acid
sodium chloride;NaCl;hydrogen fluoride;HF
NaCl;sodium chloride;HF;hydrogen fluoride
sodium chloride;NaCl;carbon monoxide;CO
NaCl;sodium chloride;CO;carbon monoxide
sodium chloride;NaCl;carbon dioxide;CO2
NaCl;sodium chloride;CO2;carbon dioxide
sodium chloride;NaCl;oxygen;O2
NaCl;sodium chloride;O2;oxygen
sodium chloride;NaCl;hydrogen sulfide;H2S
NaCl;sodium chloride;H2S;hydrogen sulfide
sodium chloride;NaCl;sulfur dioxide;SO2
NaCl;sodium chloride;SO2;sulfur dioxide
sodium chloride;NaCl;carbonic acid;H2CO3
NaCl;sodium chloride;H2CO3;carbonic acid
sodium chloride;NaCl;hydrogen peroxide;H2O2
NaCl;sodium chloride;H2O2;hydrogen peroxide
sodium chloride;NaCl;hydrogen bromide;HBr
NaCl;sodium chloride;HBr;hydrogen bromide
sodium chloride;NaCl;water;H2O
NaCl;sodium chloride;H2O;water
sodium chloride;NaCl;ozone;O3
NaCl;sodium chloride;O3;ozone
sodium chloride;NaCl;nitrous acid;HNO2
NaCl;sodium chloride;HNO2;nitrous acid
sodium chloride;NaCl;phosphoric acid;H3PO4
NaCl;sodium chloride;H3PO4;phosphoric acid
sodium chloride;NaCl;hypophosphorous acid;H3PO2
NaCl;sodium chloride;H3PO2;hypophosphorous acid
magnesium chloride;MgCl2;potassium fluoride;KF
MgCl2;magnesium chloride;KF;potassium fluoride
magnesium chloride;MgCl2;sodium fluoride;NaF
MgCl2;magnesium chloride;NaF;sodium fluoride
magnesium chloride;MgCl2;calcium fluoride;CaF2
MgCl2;magnesium chloride;CaF2;calcium fluoride
magnesium chloride;MgCl2;potassium bromide;KBr
MgCl2;magnesium chloride;KBr;potassium bromide
magnesium chloride;MgCl2;sodium bromide;NaBr
MgCl2;magnesium chloride;NaBr;sodium bromide
magnesium chloride;MgCl2;lithium bromide;LiBr
MgCl2;magnesium chloride;LiBr;lithium bromide
magnesium chloride;MgCl2;lithium hydroxide;LiOH
MgCl2;magnesium chloride;LiOH;lithium hydroxide
magnesium chloride;MgCl2;sodium hydroxide;NaOH
MgCl2;magnesium chloride;NaOH;sodium hydroxide
magnesium chloride;MgCl2;potassium hydroxide;KOH
MgCl2;magnesium chloride;KOH;potassium hydroxide
magnesium chloride;MgCl2;calcium oxide;CaO
MgCl2;magnesium chloride;CaO;calcium oxide
magnesium chloride;MgCl2;potassium oxide;K2O
MgCl2;magnesium chloride;K2O;potassium oxide
magnesium chloride;MgCl2;sodium oxide;Na2O
MgCl2;magnesium chloride;Na2O;sodium oxide
magnesium chloride;MgCl2;potassium sulfate;K2SO4
MgCl2;magnesium chloride;K2SO4;potassium sulfate
magnesium chloride;MgCl2;titanium oxide;TiO2
MgCl2;magnesium chloride;TiO2;titanium oxide
magnesium chloride;MgCl2;iron oxide;Fe2O3
MgCl2;magnesium chloride;Fe2O3;iron oxide
magnesium chloride;MgCl2;iron oxide;Fe3O4
MgCl2;magnesium chloride;Fe3O4;iron oxide
magnesium chloride;MgCl2;sodium sulfate;Na2SO4
MgCl2;magnesium chloride;Na2SO4;sodium sulfate
magnesium chloride;MgCl2;calcium sulfate;CaSO4
MgCl2;magnesium chloride;CaSO4;calcium sulfate
magnesium chloride;MgCl2;calcium carbonate;CaCO3
